5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
5.104014355540680281e-01,1.820263258290425679e+00
